Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2020,6,1,    32.6,    21.2,-,-,-,-,-,-,-
Pulau Ubin,2020,6,2,-,-,-,-,-,-,-,-,-
Pulau Ubin,2020,6,3,-,-,-,-,-,-,-,-,-
Pulau Ubin,2020,6,4,     3.0,     1.0,     1.2,     2.0,    27.9,    34.1,    24.6,     3.4,    18.0
Pulau Ubin,2020,6,5,-,-,-,-,-,-,-,-,-
Pulau Ubin,2020,6,6,     6.8,-,-,-,    26.8,    29.3,    24.2,     2.3,    18.3
Pulau Ubin,2020,6,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Pulau Ubin,2020,6,8,-,-,-,-,-,-,-,-,-
Pulau Ubin,2020,6,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Pulau Ubin,2020,6,10,-,-,-,-,-,-,-,-,-
Pulau Ubin,2020,6,11,-,-,-,-,-,-,-,-,-
Pulau Ubin,2020,6,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Pulau Ubin,2020,6,13,     7.8,     1.8,     3.2,     5.0,    25.2,    26.5,    24.5,     3.6,    18.7
Pulau Ubin,2020,6,14,     2.2,     2.2,     2.2,     2.2,    27.4,    33.4,    24.6,     3.6,    23.3
Pulau Ubin,2020,6,15,     0.4,     0.4,     0.4,     0.4,    29.2,    33.6,    26.2,     3.6,    24.8
Pulau Ubin,2020,6,16,     1.0,     0.8,     0.8,     0.8,    27.6,    31.7,    25.3,     2.8,    19.4
Pulau Ubin,2020,6,17,    34.6,    22.6,    27.4,    30.2,    26.3,    30.2,    23.9,     2.6,    23.7
Pulau Ubin,2020,6,18,     1.4,     0.6,     1.0,     1.4,    27.0,    31.2,    25.1,     3.0,    14.1
Pulau Ubin,2020,6,19,     3.0,     1.0,     2.0,     2.8,    27.3,    32.7,    24.7,     2.9,    22.4
Pulau Ubin,2020,6,20,    23.4,     9.6,    11.6,    15.6,    26.0,    28.5,    23.9,     3.2,    28.9
Pulau Ubin,2020,6,21,    23.2,    20.4,    22.4,    22.6,    26.1,    27.9,    23.8,     2.5,    31.3
Pulau Ubin,2020,6,22,-,-,-,-,-,-,-,-,-
Pulau Ubin,2020,6,23,-,-,-,-,-,-,-,-,-
Pulau Ubin,2020,6,24,-,-,-,-,-,-,-,-,-
Pulau Ubin,2020,6,25,     0.2,-,-,-,-,-,-,-,-
Pulau Ubin,2020,6,26,     0.0,     0.0,     0.0,     0.0,    27.7,    32.1,    24.7,     3.1,    21.7
Pulau Ubin,2020,6,27,     0.0,     0.0,     0.0,     0.0,    28.6,    32.7,    25.9,     4.1,    24.1
Pulau Ubin,2020,6,28,     0.0,     0.0,     0.0,     0.0,    28.5,    32.2,    26.5,     4.2,    23.7
Pulau Ubin,2020,6,29,     4.4,     4.2,     4.2,     4.2,    28.1,    32.0,    25.7,     3.8,    23.7
Pulau Ubin,2020,6,30,     0.2,     0.2,     0.2,     0.2,    28.3,    32.8,    25.1,     4.0,    23.0
