Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2021,3,1,     0.0,     0.0,     0.0,     0.0,    27.8,    34.1,    23.9,     5.3,    22.4
Pulau Ubin,2021,3,2,     0.0,     0.0,     0.0,     0.0,    27.6,    32.8,    24.4,     7.2,    26.7
Pulau Ubin,2021,3,3,     0.0,     0.0,     0.0,     0.0,    27.8,    33.5,    24.0,     6.1,    29.4
Pulau Ubin,2021,3,4,     0.0,     0.0,     0.0,     0.0,    27.7,    32.5,    24.1,     7.2,    31.7
Pulau Ubin,2021,3,5,     0.0,     0.0,     0.0,     0.0,    28.5,    33.4,    25.7,     7.7,    25.9
Pulau Ubin,2021,3,6,     0.0,     0.0,     0.0,     0.0,    28.4,    32.9,    25.4,     8.7,    32.4
Pulau Ubin,2021,3,7,    29.4,    15.8,    19.6,    26.0,    26.0,    33.0,    22.8,     4.6,    32.0
Pulau Ubin,2021,3,8,     0.0,     0.0,     0.0,     0.0,    26.9,    32.8,    22.3,     6.2,    26.3
Pulau Ubin,2021,3,9,     0.0,     0.0,     0.0,     0.0,    27.2,    32.3,    23.6,     7.7,    29.1
Pulau Ubin,2021,3,10,     0.0,     0.0,     0.0,     0.0,    27.3,    32.7,    23.3,     7.2,    30.2
Pulau Ubin,2021,3,11,     0.0,     0.0,     0.0,     0.0,    27.6,    32.7,    23.7,     7.4,    27.4
Pulau Ubin,2021,3,12,     0.0,     0.0,     0.0,     0.0,    27.4,    32.2,    24.7,     4.6,    19.4
Pulau Ubin,2021,3,13,     0.0,     0.0,     0.0,     0.0,    27.4,    33.0,    23.9,     5.4,    22.0
Pulau Ubin,2021,3,14,    10.0,     6.4,     9.8,    10.0,    27.1,    31.0,    24.8,     5.4,    20.6
Pulau Ubin,2021,3,15,    12.6,    11.6,    12.6,    12.6,    27.2,    32.7,    24.6,     6.1,    28.9
Pulau Ubin,2021,3,16,     0.0,     0.0,     0.0,     0.0,    27.3,    31.7,    24.0,     4.3,    20.2
Pulau Ubin,2021,3,17,     1.0,     0.8,     0.8,     0.8,    26.6,    33.0,    23.8,     3.2,    31.3
Pulau Ubin,2021,3,18,     6.8,     6.8,     6.8,     6.8,    26.7,    32.6,    23.9,     3.5,    21.3
Pulau Ubin,2021,3,19,     0.0,     0.0,     0.0,     0.0,    27.7,    33.3,    24.4,     3.8,    20.2
Pulau Ubin,2021,3,20,    16.4,    15.6,    16.4,    16.4,    26.6,    32.0,    23.7,     3.1,    29.1
Pulau Ubin,2021,3,21,     0.2,     0.2,     0.2,     0.2,    27.8,    33.7,    24.3,     3.7,    22.0
Pulau Ubin,2021,3,22,     0.0,     0.0,     0.0,     0.0,    27.6,    32.9,    24.3,     5.9,    30.9
Pulau Ubin,2021,3,23,     0.4,     0.4,     0.4,     0.4,    27.6,    32.8,    24.0,     5.6,    28.9
Pulau Ubin,2021,3,24,    30.8,    10.4,    13.2,    19.2,    25.4,    30.9,    23.9,     3.3,    19.8
Pulau Ubin,2021,3,25,     2.2,     1.6,     1.8,     1.8,    25.7,    29.1,    24.1,     4.0,    22.6
Pulau Ubin,2021,3,26,     0.0,     0.0,     0.0,     0.0,    27.9,    33.2,    24.5,     4.2,    18.0
Pulau Ubin,2021,3,27,    17.2,     8.8,    13.4,    16.2,    26.3,    32.0,    23.3,     3.5,    31.7
Pulau Ubin,2021,3,28,     0.0,     0.0,     0.0,     0.0,    27.8,    33.7,    23.7,     3.2,    17.6
Pulau Ubin,2021,3,29,     4.4,     4.4,     4.4,     4.4,    26.8,    32.0,    24.5,     3.4,    16.1
Pulau Ubin,2021,3,30,     0.0,     0.0,     0.0,     0.0,    27.4,    33.9,    24.3,     3.9,    29.8
Pulau Ubin,2021,3,31,    27.8,    20.2,    26.4,    27.2,    27.8,    33.6,    23.4,     4.9,    28.2
