Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2019,5,1,0,0,0,0,28.8,32.7,25.3,—,—
Pulau Ubin,2019,5,2,4.8,4.2,4.8,4.8,27.8,33,24.7,—,—
Pulau Ubin,2019,5,3,0,0,0,0,28.5,33.9,25.7,—,—
Pulau Ubin,2019,5,4,7.8,7.4,7.8,7.8,27.9,33.4,24.1,—,—
Pulau Ubin,2019,5,5,0,0,0,0,28.4,32.6,25.7,—,—
Pulau Ubin,2019,5,6,0,0,0,0,30,34.6,26.5,—,—
Pulau Ubin,2019,5,7,6,4.8,6,6,29.4,34.6,25.5,—,—
Pulau Ubin,2019,5,8,34.6,19,20.4,21.2,26.6,31.3,23.2,—,—
Pulau Ubin,2019,5,9,0,0,0,0,29.1,34.4,25.6,—,—
Pulau Ubin,2019,5,10,5,3.8,4,4.4,28.8,34.6,23.4,—,—
Pulau Ubin,2019,5,11,31.2,30.2,31.2,31.2,27.6,32.2,24.2,—,—
Pulau Ubin,2019,5,12,0,0,0,0,28.7,34.7,26,—,—
Pulau Ubin,2019,5,13,4,2.8,3.8,4,28.2,34.3,26,—,—
Pulau Ubin,2019,5,14,0.4,0.2,0.2,0.2,28.5,33.9,25.2,—,—
Pulau Ubin,2019,5,15,6.8,6,6,6.2,28.7,33.5,25.6,—,—
Pulau Ubin,2019,5,16,0,0,0,0,28,32.9,25.1,—,—
Pulau Ubin,2019,5,17,0,0,0,0,27.6,32.3,23.9,—,—
Pulau Ubin,2019,5,18,0,0,0,0,28.6,33.4,25.4,—,—
Pulau Ubin,2019,5,19,0.2,0.2,0.2,0.2,27.4,31.4,24.5,—,—
Pulau Ubin,2019,5,20,0,0,0,0,28.3,32.8,25.5,—,—
Pulau Ubin,2019,5,21,0,0,0,0,27.8,33.8,25.2,—,—
Pulau Ubin,2019,5,22,3.2,3,3,3,27.5,31.7,25.5,—,—
Pulau Ubin,2019,5,23,0,0,0,0,28.9,34.1,25.6,—,—
Pulau Ubin,2019,5,24,0,0,0,0,29.4,34.4,26,—,—
Pulau Ubin,2019,5,25,0,0,0,0,28.8,33.4,25.9,—,—
Pulau Ubin,2019,5,26,0,0,0,0,29.1,33.5,26.2,—,—
Pulau Ubin,2019,5,27,0,0,0,0,28.9,33.9,26.1,—,—
Pulau Ubin,2019,5,28,0,0,0,0,29.6,33.2,26.5,—,—
Pulau Ubin,2019,5,29,11,8.2,8.2,8.2,28.7,34.1,25.7,—,—
Pulau Ubin,2019,5,30,20,9.8,10.8,10.8,27.4,32.7,24.8,—,—
Pulau Ubin,2019,5,31,0,0,0,0,28.4,33.2,25.5,—,—
