Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2020,1,1,0,0,0,0,27.6,31.3,25,7.6,31
Pulau Ubin,2020,1,2,0,0,0,0,27.4,30.6,24.8,6.8,30.6
Pulau Ubin,2020,1,3,0,0,0,0,27.6,31.6,24.8,7.2,31.7
Pulau Ubin,2020,1,4,0,0,0,0,27.3,31.2,25.4,9,33.1
Pulau Ubin,2020,1,5,0,0,0,0,27.4,32.2,24.8,8.3,27.7
Pulau Ubin,2020,1,6,7,2.8,2.8,2.8,26.1,32,23.9,6.8,32.8
Pulau Ubin,2020,1,7,4.2,1.4,1.8,3.2,25.9,29.6,23.6,7.6,28.8
Pulau Ubin,2020,1,8,0.2,0.2,0.2,0.2,27.4,31.7,24.6,8.3,29.9
Pulau Ubin,2020,1,9,0,0,0,0,27.6,31.6,25.6,7.9,30.6
Pulau Ubin,2020,1,10,5.2,5,5.2,5.2,26.7,30.6,23.5,5,33.5
Pulau Ubin,2020,1,11,0,0,0,0,27.1,30.7,24.5,5,20.9
Pulau Ubin,2020,1,12,0,0,0,0,27.5,32.7,24.5,5.8,22.3
Pulau Ubin,2020,1,13,0,0,0,0,27.1,32.3,24,6.8,24.8
Pulau Ubin,2020,1,14,0,0,0,0,27.1,31.7,23.9,6.8,27
Pulau Ubin,2020,1,15,0,0,0,0,27.6,32,25,7.2,25.2
Pulau Ubin,2020,1,16,0,0,0,0,27.8,32,25.8,6.8,24.1
Pulau Ubin,2020,1,17,0,0,0,0,27.8,32.7,24.4,7.2,27
Pulau Ubin,2020,1,18,0,0,0,0,27.8,32.2,25,6.8,26.6
Pulau Ubin,2020,1,19,0,0,0,0,28.1,32.3,25,7.2,26.3
Pulau Ubin,2020,1,20,0,0,0,0,28.1,32.9,26.2,7.9,25.9
Pulau Ubin,2020,1,21,54,19.4,21.2,33.2,26.1,27.9,24,6.5,26.3
Pulau Ubin,2020,1,22,0,0,0,0,27.9,31.9,25.3,8.3,28.8
Pulau Ubin,2020,1,23,0,0,0,0,27.9,31.7,24.9,7.2,26.3
Pulau Ubin,2020,1,24,0,0,0,0,27.5,31.5,24.4,7.6,29.5
Pulau Ubin,2020,1,25,0,0,0,0,27.2,32.2,23.8,6.1,22.7
Pulau Ubin,2020,1,26,0,0,0,0,27.5,32.4,24.2,5.8,22.3
Pulau Ubin,2020,1,27,48.2,24,38.4,47.2,27,31.3,24.9,4.7,17.6
Pulau Ubin,2020,1,28,0,0,0,0,27.9,33.1,24.5,4.7,21.6
Pulau Ubin,2020,1,29,14.6,10.2,10.8,12,26.4,30.6,23.5,4.7,25.9
Pulau Ubin,2020,1,30,0.2,0.2,0.2,0.2,26.7,30.7,23.2,5.4,22.7
Pulau Ubin,2020,1,31,0,0,0,0,27.8,31.5,25.1,7.2,31
