Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2021,7,1,     0.0,     0.0,     0.0,     0.0,    28.8,    33.3,    26.2,     4.3,    23.0
Pulau Ubin,2021,7,2,     0.0,     0.0,     0.0,     0.0,    28.6,    33.3,    25.7,     3.3,    21.3
Pulau Ubin,2021,7,3,     0.4,     0.2,     0.2,     0.2,    27.2,    33.7,    24.4,     3.0,    21.3
Pulau Ubin,2021,7,4,    34.0,    22.2,    30.6,    32.8,    25.5,    28.8,    23.8,     2.3,    23.3
Pulau Ubin,2021,7,5,     1.8,     1.8,     1.8,     1.8,    27.3,    31.3,    24.7,     3.5,    21.7
Pulau Ubin,2021,7,6,     0.0,     0.0,     0.0,     0.0,    27.0,    30.2,    25.2,     2.6,    16.5
Pulau Ubin,2021,7,7,     0.0,     0.0,     0.0,     0.0,    27.7,    32.8,    25.0,     2.6,    18.3
Pulau Ubin,2021,7,8,     0.0,     0.0,     0.0,     0.0,    28.8,    33.4,    25.6,     3.2,    17.2
Pulau Ubin,2021,7,9,     0.0,     0.0,     0.0,     0.0,    28.8,    32.8,    25.8,     3.6,    19.1
Pulau Ubin,2021,7,10,     8.0,     2.0,     3.6,     6.0,    25.8,    28.6,    24.4,     2.6,    14.4
Pulau Ubin,2021,7,11,     8.0,     4.5,     4.5,     4.5,    26.0,    30.6,    23.7,     2.7,    37.8
Pulau Ubin,2021,7,12,    56.0,    23.0,    43.0,    52.5,    26.3,    33.9,    23.6,     3.5,    23.7
Pulau Ubin,2021,7,13,    63.0,    23.5,    38.0,    48.0,    24.0,    25.3,    22.8,     4.5,    30.2
Pulau Ubin,2021,7,14,     0.5,     0.5,     0.5,     0.5,    26.0,    28.3,    24.0,     2.7,    17.6
Pulau Ubin,2021,7,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Pulau Ubin,2021,7,16,     0.0,     0.0,     0.0,     0.0,    29.2,    33.1,    26.7,     3.9,    26.3
Pulau Ubin,2021,7,17,     0.0,     0.0,     0.0,     0.0,    28.7,    32.7,    25.4,     4.0,    18.3
Pulau Ubin,2021,7,18,     0.0,     0.0,     0.0,     0.0,    28.5,    33.0,    25.7,     3.5,    24.1
Pulau Ubin,2021,7,19,     0.0,     0.0,     0.0,     0.0,    27.5,    32.0,    25.5,     2.7,    23.3
Pulau Ubin,2021,7,20,     0.0,     0.0,     0.0,     0.0,    28.7,    34.0,    25.4,     2.9,    20.6
Pulau Ubin,2021,7,21,     0.0,     0.0,     0.0,     0.0,    29.0,    33.8,    25.6,     4.7,    20.2
Pulau Ubin,2021,7,22,     0.0,     0.0,     0.0,     0.0,    29.3,    33.6,    25.7,     4.2,    21.7
Pulau Ubin,2021,7,23,    10.0,     5.0,     6.5,     8.5,    28.2,    34.6,    24.9,     3.5,    21.7
Pulau Ubin,2021,7,24,     0.5,     0.5,     0.5,     0.5,    28.5,    33.6,    24.8,     4.4,    22.4
Pulau Ubin,2021,7,25,     0.0,     0.0,     0.0,     0.0,    29.2,    33.3,    25.9,     4.4,    22.4
Pulau Ubin,2021,7,26,     0.0,     0.0,     0.0,     0.0,    29.0,    32.8,    26.1,     4.4,    21.3
Pulau Ubin,2021,7,27,     0.0,     0.0,     0.0,     0.0,    28.7,    33.0,    25.4,     4.1,    27.4
Pulau Ubin,2021,7,28,     0.0,     0.0,     0.0,     0.0,    28.9,    33.7,    25.8,     4.5,    21.7
Pulau Ubin,2021,7,29,     0.0,     0.0,     0.0,     0.0,    29.2,    33.8,    26.4,     4.8,    25.6
Pulau Ubin,2021,7,30,     0.0,     0.0,     0.0,     0.0,    29.4,    33.5,    26.6,     4.2,    21.7
Pulau Ubin,2021,7,31,    18.0,    16.0,    18.0,    18.0,    27.8,    31.9,    24.1,     3.6,    37.4
