Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2022,6,1,     0.0,     0.0,     0.0,     0.0,    27.8,    31.9,    25.8,     2.3,    16.5
Pulau Ubin,2022,6,2,     0.0,     0.0,     0.0,     0.0,    27.2,    31.5,    25.3,     3.9,    25.2
Pulau Ubin,2022,6,3,    31.2,    18.6,    26.2,    31.0,    26.8,    30.3,    24.2,     2.2,    25.2
Pulau Ubin,2022,6,4,     9.0,     7.8,     8.8,     9.0,    27.8,    33.0,    23.8,     3.0,    24.8
Pulau Ubin,2022,6,5,     2.2,     1.8,     2.0,     2.0,    27.0,    33.3,    24.6,     2.7,    22.6
Pulau Ubin,2022,6,6,     6.8,     6.8,     6.8,     6.8,    27.6,    32.2,    23.2,     3.2,    20.2
Pulau Ubin,2022,6,7,     1.0,     0.8,     0.8,     0.8,    26.7,    29.1,    25.4,     2.3,    16.5
Pulau Ubin,2022,6,8,     5.6,     4.4,     4.8,     4.8,    27.4,    33.4,    24.2,     3.2,    28.9
Pulau Ubin,2022,6,9,     8.4,     5.8,     6.6,     8.2,    26.5,    31.2,    23.7,     2.8,    22.0
Pulau Ubin,2022,6,10,     0.0,     0.0,     0.0,     0.0,    27.8,    33.7,    24.9,     2.7,    23.7
Pulau Ubin,2022,6,11,    55.6,    30.8,    31.2,    31.2,    26.2,    32.4,    22.7,     3.8,    27.8
Pulau Ubin,2022,6,12,     0.0,     0.0,     0.0,     0.0,    26.6,    29.2,    25.0,     2.9,    20.6
Pulau Ubin,2022,6,13,    11.6,    10.8,    10.8,    10.8,    27.3,    32.9,    23.9,     3.0,    14.8
Pulau Ubin,2022,6,14,     4.0,     4.0,     4.0,     4.0,    27.3,    32.8,    24.3,     2.9,    17.6
Pulau Ubin,2022,6,15,     1.0,     0.6,     0.6,     0.6,    27.7,    32.7,    25.3,     3.3,    17.2
Pulau Ubin,2022,6,16,    26.0,    14.4,    24.0,    24.2,    25.8,    29.8,    23.2,     3.0,    29.4
Pulau Ubin,2022,6,17,     0.0,     0.0,     0.4,     1.2,    27.2,    31.3,    24.5,     2.2,    12.6
Pulau Ubin,2022,6,18,     0.0,     0.0,     0.0,     0.0,    27.3,    32.4,    24.7,     3.2,    21.3
Pulau Ubin,2022,6,19,     0.0,     0.0,     0.0,     0.0,    26.9,    32.4,    24.2,     3.4,    25.9
Pulau Ubin,2022,6,20,     3.6,     1.0,     2.0,     3.2,    25.8,    27.6,    24.4,     2.9,    32.8
Pulau Ubin,2022,6,21,     0.0,     0.0,     0.0,     0.0,    27.0,    31.4,    25.3,     3.0,    17.2
Pulau Ubin,2022,6,22,     0.0,     0.0,     0.0,     0.0,    27.2,    31.5,    25.1,     3.3,    20.6
Pulau Ubin,2022,6,23,     1.0,     0.6,     0.6,     0.8,    26.4,    31.5,    24.8,     2.8,    24.8
Pulau Ubin,2022,6,24,     0.0,     0.0,     0.0,     0.0,    27.0,    32.6,    24.6,     2.8,    16.5
Pulau Ubin,2022,6,25,     3.2,     2.6,     3.0,     3.2,    26.2,    28.9,    23.8,     2.7,    20.6
Pulau Ubin,2022,6,26,     0.0,     0.0,     0.0,     0.0,    28.1,    33.6,    25.0,     3.5,    19.4
Pulau Ubin,2022,6,27,     0.0,     0.0,     0.0,     0.0,    28.4,    33.2,    25.1,     3.3,    24.1
Pulau Ubin,2022,6,28,     0.0,     0.0,     0.0,     0.0,    27.3,    33.7,    24.3,     3.2,    36.7
Pulau Ubin,2022,6,29,     0.0,     0.0,     0.0,     0.0,    28.2,    33.4,    24.6,     3.6,    20.9
Pulau Ubin,2022,6,30,     6.4,     2.0,     3.2,     5.6,    25.9,    30.2,    23.8,     3.2,    25.6
