Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2019,4,1,15,7.6,10.6,12.2,26.7,31.7,24,18,60.1
Pulau Ubin,2019,4,2,0,0,0,0,27.5,32.3,24.5,13,33.5
Pulau Ubin,2019,4,3,26.2,18.4,21.4,22.8,26.1,31,22.5,11.2,22.7
Pulau Ubin,2019,4,4,0,0,0,0,27.9,33.6,23.5,—,—
Pulau Ubin,2019,4,5,0,0,0,0,28.1,32.9,24.6,—,—
Pulau Ubin,2019,4,6,0,0,0,0,27.8,32.9,23.9,—,—
Pulau Ubin,2019,4,7,0,0,0,0,28.2,34,23.5,—,—
Pulau Ubin,2019,4,8,0,0,0,0,28.2,32.8,24.7,—,—
Pulau Ubin,2019,4,9,0,0,0,0,28.4,33.9,25.2,—,—
Pulau Ubin,2019,4,10,5.2,5,5.2,5.2,27.3,32.9,25.1,—,—
Pulau Ubin,2019,4,11,0.8,0.4,0.6,0.6,26.9,32.9,25,—,—
Pulau Ubin,2019,4,12,1,1,1,1,28.2,33.8,25,25.2,97.9
Pulau Ubin,2019,4,13,0,0,0,0,28.9,33.9,25.3,25.9,42.1
Pulau Ubin,2019,4,14,0,0,0,0,28.1,32.6,25.5,23,43.9
Pulau Ubin,2019,4,15,0.8,0.6,0.8,0.8,28.6,34.9,25,18.7,58.7
Pulau Ubin,2019,4,16,0,0,0,0,29.6,34.6,25.9,23.8,45.7
Pulau Ubin,2019,4,17,0,0,0,0,29.5,34.9,25.9,22.7,44.3
Pulau Ubin,2019,4,18,0,0,0,0,29.3,34.7,25.5,23,51.5
Pulau Ubin,2019,4,19,10.6,6.8,8.4,10.4,27.7,34.6,24.6,—,—
Pulau Ubin,2019,4,20,—,—,—,—,—,—,—,—,—
Pulau Ubin,2019,4,21,—,—,—,—,—,—,—,—,—
Pulau Ubin,2019,4,22,—,—,—,—,—,—,—,—,—
Pulau Ubin,2019,4,23,—,—,—,—,—,—,—,—,—
Pulau Ubin,2019,4,24,—,—,—,—,—,—,—,—,—
Pulau Ubin,2019,4,25,—,—,—,—,—,—,—,—,—
Pulau Ubin,2019,4,26,—,—,—,—,—,—,—,—,—
Pulau Ubin,2019,4,27,—,—,—,—,—,—,—,—,—
Pulau Ubin,2019,4,28,—,—,—,—,—,—,—,—,—
Pulau Ubin,2019,4,29,—,—,—,—,—,—,—,—,—
Pulau Ubin,2019,4,30,—,—,—,—,—,—,—,—,—
