Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2022,8,1,    46.8,    36.2,    45.2,    46.2,    26.7,    31.6,    23.2,     2.3,    15.7
Pulau Ubin,2022,8,2,    45.0,    19.2,    29.2,    37.6,    26.1,    31.8,    23.5,     2.7,    22.4
Pulau Ubin,2022,8,3,     4.0,     1.6,     2.4,     2.4,    25.5,    28.6,    24.0,     3.0,    23.0
Pulau Ubin,2022,8,4,     0.4,     0.2,     0.2,     0.6,    25.8,    28.9,    24.4,     3.9,    20.6
Pulau Ubin,2022,8,5,     0.0,     0.0,     0.0,     0.0,    26.7,    31.4,    24.0,     3.1,    14.1
Pulau Ubin,2022,8,6,     0.0,     0.0,     0.0,     0.0,    28.2,    33.5,    24.3,     3.6,    20.6
Pulau Ubin,2022,8,7,     0.0,     0.0,     0.0,     0.0,    28.4,    32.4,    25.7,     3.6,    21.7
Pulau Ubin,2022,8,8,     0.0,     0.0,     0.0,     0.0,    28.9,    32.6,    26.2,     4.3,    24.4
Pulau Ubin,2022,8,9,     0.0,     0.0,     0.0,     0.0,    28.4,    33.3,    25.0,     3.4,    19.4
Pulau Ubin,2022,8,10,     0.0,     0.0,     0.0,     0.0,    28.6,    33.5,    25.5,     4.0,    23.0
Pulau Ubin,2022,8,11,     0.0,     0.0,     0.0,     0.0,    29.5,    34.7,    26.1,     4.1,    20.6
Pulau Ubin,2022,8,12,     0.0,     0.0,     0.0,     0.0,    28.9,    33.7,    26.1,     3.8,    22.4
Pulau Ubin,2022,8,13,     6.2,     5.0,     6.0,     6.2,    26.9,    31.8,    23.9,     3.0,    23.3
Pulau Ubin,2022,8,14,     6.0,     6.0,     6.0,     6.0,    27.6,    32.7,    23.9,     3.0,    17.2
Pulau Ubin,2022,8,15,     0.2,     0.2,     0.2,     0.2,    28.0,    32.3,    25.6,     2.9,    21.7
Pulau Ubin,2022,8,16,    11.8,    11.0,    11.0,    11.0,    27.0,    32.1,    24.0,     2.7,    21.7
Pulau Ubin,2022,8,17,     1.0,     1.0,     1.0,     1.0,    28.4,    33.5,    25.3,     3.9,    26.3
Pulau Ubin,2022,8,18,     1.2,     1.2,     1.2,     1.2,    28.5,    33.8,    25.6,     4.1,    23.3
Pulau Ubin,2022,8,19,     0.0,     0.0,     0.0,     0.0,    28.2,    33.6,    26.0,     3.8,    23.0
Pulau Ubin,2022,8,20,    12.2,    11.8,    12.2,    12.2,    27.2,    32.7,    24.6,     3.5,    23.3
Pulau Ubin,2022,8,21,     6.0,     3.2,     4.2,     5.6,    25.9,    30.3,    23.7,     3.2,    20.9
Pulau Ubin,2022,8,22,     0.0,     0.0,     0.0,     0.0,    28.2,    33.4,    24.7,     3.9,    18.7
Pulau Ubin,2022,8,23,     1.8,     1.2,     1.4,     1.6,    26.3,    29.2,    24.2,     2.8,    28.9
Pulau Ubin,2022,8,24,    10.4,     5.2,     8.4,    10.4,    26.9,    32.6,    23.8,     3.1,    23.3
Pulau Ubin,2022,8,25,    35.8,    22.2,    22.6,    26.2,    26.0,    30.9,    23.7,     3.3,    32.0
Pulau Ubin,2022,8,26,     5.6,     1.2,     1.8,     2.6,    25.5,    27.0,    24.2,     2.5,    19.8
Pulau Ubin,2022,8,27,     9.4,     7.2,     7.2,     7.6,    26.1,    32.4,    23.2,     3.1,    29.8
Pulau Ubin,2022,8,28,     0.0,     0.0,     0.0,     0.2,    26.7,    31.9,    24.0,     3.2,    21.7
Pulau Ubin,2022,8,29,     6.0,     2.8,     3.6,     4.2,    26.1,    30.1,    24.3,     2.9,    16.9
Pulau Ubin,2022,8,30,     1.2,     0.4,     0.6,     0.8,    26.1,    29.4,    24.7,     2.6,    17.6
Pulau Ubin,2022,8,31,     0.0,     0.0,     0.0,     0.0,    28.0,    33.2,    24.9,     2.9,    19.4
