Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2022,4,1,     0.6,     0.6,     0.6,     0.6,    27.7,    33.8,    24.3,     3.4,    21.7
Pulau Ubin,2022,4,2,     0.0,     0.0,     0.0,     0.0,    27.3,    33.9,    24.5,     3.2,    19.1
Pulau Ubin,2022,4,3,     0.0,     0.0,     0.0,     0.0,    26.5,    30.8,    24.6,     2.9,    19.1
Pulau Ubin,2022,4,4,     0.0,     0.0,     0.0,     0.0,    27.3,    33.3,    23.0,     3.6,    19.8
Pulau Ubin,2022,4,5,     0.0,     0.0,     0.0,     0.0,    27.1,    30.9,    24.9,     4.2,    23.3
Pulau Ubin,2022,4,6,    15.2,     7.2,     7.4,     7.4,    26.8,    33.7,    23.5,     3.2,    26.3
Pulau Ubin,2022,4,7,     1.4,     0.6,     0.8,     1.0,    25.8,    27.8,    24.1,     2.8,    20.6
Pulau Ubin,2022,4,8,     4.4,     4.4,     4.4,     4.4,    27.0,    33.5,    24.1,     4.1,    32.4
Pulau Ubin,2022,4,9,     2.2,     1.6,     1.8,     2.2,    26.2,    30.7,    23.1,     3.2,    25.9
Pulau Ubin,2022,4,10,    15.2,     8.0,    13.8,    15.2,    26.2,    32.2,    24.4,     2.9,    18.0
Pulau Ubin,2022,4,11,     0.8,     0.4,     0.6,     0.8,    26.2,    31.4,    24.0,     2.5,    25.2
Pulau Ubin,2022,4,12,     0.0,     0.0,     0.0,     0.0,    27.5,    33.3,    23.9,     2.8,    13.7
Pulau Ubin,2022,4,13,     0.6,     0.4,     0.4,     0.6,    27.4,    32.1,    24.9,     2.3,    17.6
Pulau Ubin,2022,4,14,     2.8,     2.0,     2.2,     2.8,    28.2,    33.3,    23.2,     3.6,    33.5
Pulau Ubin,2022,4,15,    15.8,    10.4,    11.0,    14.4,    27.4,    31.8,    24.1,     3.4,    27.4
Pulau Ubin,2022,4,16,     4.4,     3.6,     4.4,     4.4,    28.3,    33.5,    23.6,     3.3,    24.1
Pulau Ubin,2022,4,17,    54.6,    24.0,    39.6,    42.8,    27.8,    33.7,    25.0,     3.1,    19.1
Pulau Ubin,2022,4,18,     3.4,     0.8,     1.0,     1.4,    27.2,    32.6,    24.0,     3.8,    25.2
Pulau Ubin,2022,4,19,    26.6,    18.8,    24.8,    26.2,    26.9,    32.5,    23.8,     2.5,    23.0
Pulau Ubin,2022,4,20,     0.2,     0.2,     0.2,     0.2,    27.8,    32.7,    25.0,     3.2,    17.6
Pulau Ubin,2022,4,21,    23.8,    20.2,    22.6,    22.8,    25.8,    29.2,    23.8,     2.2,    24.8
Pulau Ubin,2022,4,22,     0.0,     0.0,     0.0,     0.0,    28.2,    32.9,    24.7,     4.7,    23.0
Pulau Ubin,2022,4,23,     0.4,     0.4,     0.4,     0.4,    28.5,    33.7,    25.6,     3.3,    24.4
Pulau Ubin,2022,4,24,     0.6,     0.6,     0.6,     0.6,    28.1,    32.6,    25.6,     2.6,    18.7
Pulau Ubin,2022,4,25,     0.4,     0.2,     0.2,     0.2,    28.1,    33.4,    25.7,     3.1,    18.7
Pulau Ubin,2022,4,26,     0.0,     0.0,     0.0,     0.0,    28.1,    31.4,    24.9,     2.7,    13.7
Pulau Ubin,2022,4,27,     9.4,     7.4,     8.8,     9.2,    26.8,    33.1,    24.8,     2.4,    17.2
Pulau Ubin,2022,4,28,     8.6,     6.4,     8.0,     8.6,    27.6,    34.0,    24.5,     2.8,    16.9
Pulau Ubin,2022,4,29,     0.0,     0.0,     0.0,     0.0,    27.8,    33.1,    25.0,     3.1,    19.1
Pulau Ubin,2022,4,30,    11.6,     7.4,     7.8,     7.8,    27.7,    33.5,    24.4,     2.6,    29.1
